date,product_id,price,units_sold,holiday,competitor_price,promotion,stock_level,store_location,season
2024-10-04,1005,46.743665316869446,90,0,51.0729583415109,0,209,New York,Fall
2024-04-25,1005,46.313012948887355,10,0,45.67451250749785,0,267,New York,Spring
2024-10-27,1005,49.11659645083078,99,0,51.285322199444224,1,315,New York,Fall
2024-08-16,1005,47.59616157616746,76,0,48.23780658893992,0,304,New York,Summer
2024-03-25,1005,47.715088620669604,26,0,51.094940445278056,0,185,New York,Spring
2024-06-13,1005,49.915829466630335,97,0,48.21046794269998,0,177,New York,Summer
2024-10-09,1005,48.178509126587834,37,0,52.45697887472197,0,425,New York,Fall
2024-05-14,1005,48.468603177235934,57,0,47.83167898824853,0,420,Los Angeles,Spring
2024-01-22,1005,47.16855159139107,13,0,45.189923888192254,0,325,Los Angeles,Winter
2024-05-02,1005,49.774678330186404,35,0,50.1423617086809,0,240,Los Angeles,Spring
2024-07-28,1005,47.69048954970504,29,0,43.9013630767909,0,97,Los Angeles,Summer
2024-09-28,1005,46.806908756954314,12,0,45.75501153109572,0,219,Los Angeles,Fall
2024-05-20,1005,46.74528237726481,61,0,44.402810944901304,1,416,Los Angeles,Spring
2024-04-24,1005,49.34028532172072,78,0,44.78044555637194,0,125,Los Angeles,Spring
2024-09-20,1005,48.176100738825895,75,0,43.408893208559746,0,345,Los Angeles,Fall
2024-05-19,1005,48.54439557428681,10,1,50.378416470919746,0,464,Los Angeles,Spring
2024-11-25,1005,49.01601704755146,29,0,50.258647530200776,0,196,Los Angeles,Fall
2024-09-17,1005,49.82586770516248,35,0,51.368938785406925,0,142,Chicago,Fall
2024-07-20,1005,47.65005482301746,76,0,47.5224219400603,0,229,Chicago,Summer
2024-08-22,1005,47.915704650924404,34,0,51.75528643987517,1,204,Chicago,Summer
2024-05-22,1005,49.587815683275956,10,0,50.87818671178007,0,147,Chicago,Spring
2024-05-14,1005,46.79851834027902,33,0,44.30088371624115,0,116,Chicago,Spring
2024-09-25,1005,47.664946566420916,16,0,44.46113283073619,1,381,Chicago,Fall
2024-12-18,1005,46.65735880544437,42,0,51.419087202833595,1,329,Chicago,Winter
2024-06-23,1005,46.21835976299178,15,0,47.26803109210968,0,343,Chicago,Summer
2024-10-16,1005,47.71524204815561,86,0,49.533520406539864,0,400,Chicago,Fall
2024-04-09,1005,46.80584453582526,18,0,48.43317760759215,0,171,Chicago,Spring
2024-01-15,1005,49.329547056133066,86,1,45.10204534785741,0,257,Houston,Winter
2024-12-01,1005,46.6716646896651,88,0,47.972953408077956,0,228,Houston,Winter
2024-06-21,1005,46.913646158812966,98,1,47.00732992201457,0,352,Houston,Summer
2024-09-28,1005,46.06248575958556,93,0,48.25428884490817,1,129,Houston,Fall
2024-05-28,1005,48.482507125391145,92,0,46.797826955086386,0,404,Houston,Spring
2024-03-08,1005,49.33519042656792,26,0,49.793209012220395,0,497,Houston,Spring
2024-09-16,1005,46.861390095433805,58,0,51.31820971686824,0,494,Houston,Fall
2024-05-11,1005,47.75247370128239,93,1,43.077619693982555,0,383,Houston,Spring
2024-10-06,1005,48.36983273836358,70,0,47.09429802064522,1,148,Houston,Fall
2024-11-16,1005,48.94569130529997,21,1,44.70339188987979,1,158,Houston,Fall
2024-06-01,1005,48.11775811513214,28,0,44.21918195342895,1,119,Phoenix,Summer
2024-01-11,1005,47.946785003954865,49,0,49.156870175522045,0,250,Phoenix,Winter
2024-12-20,1005,45.93916636525758,75,0,50.20186548296503,0,100,Phoenix,Winter
2024-02-25,1005,46.914063359607454,67,0,52.62063389474029,0,486,Phoenix,Winter
2024-01-29,1005,46.05841231287728,89,0,51.19154832229867,0,331,Phoenix,Winter
2024-05-08,1005,47.18232281666087,26,0,48.01937866741082,1,73,Phoenix,Spring
2024-08-14,1005,46.60937741414567,70,0,48.28081135969208,0,367,Phoenix,Summer
2024-09-16,1005,49.76249487774089,97,0,46.08764776670073,0,174,Phoenix,Fall
2024-07-10,1005,48.151995986140165,12,0,44.664998652159504,0,211,Phoenix,Summer
2024-06-01,1005,48.144496826448744,25,0,46.96257710353049,0,170,Phoenix,Summer
2024-05-09,1006,34.77133432497786,21,0,36.47267047685666,0,494,New York,Spring
2024-07-10,1006,35.085286977269966,56,0,30.485390261800156,1,459,New York,Summer
2024-04-15,1006,35.59720115087366,71,1,33.39431816146481,0,123,New York,Spring
2024-06-16,1006,33.58558610248081,66,0,36.16400858397077,1,157,New York,Summer
2024-07-26,1006,34.41769684464925,70,1,35.314155833959084,1,335,New York,Summer
2024-04-16,1006,36.22126736121156,33,1,30.201942295372113,0,353,New York,Spring
2024-12-11,1006,35.31168231019106,99,1,37.12127986136192,0,355,New York,Winter
2024-03-13,1006,32.435135410335974,93,0,37.40851324000562,0,92,New York,Spring
2024-12-16,1006,35.80048923380411,44,0,38.54498808148278,0,58,New York,Winter
2024-03-17,1006,34.26599010921417,47,0,36.53660015799908,0,314,New York,Spring
2024-04-12,1006,32.62176894815268,69,0,33.426398492757684,0,160,Los Angeles,Spring
2024-02-02,1006,33.4668628556186,10,0,36.849951113580985,0,310,Los Angeles,Winter
2024-01-12,1006,33.7639906216546,66,0,33.98877704663081,0,105,Los Angeles,Winter
2024-01-01,1006,35.64374804702768,31,1,31.664219338173012,0,279,Los Angeles,Winter
2024-11-16,1006,36.14969270202114,29,0,33.31887318860867,0,72,Los Angeles,Fall
2024-10-29,1006,33.077638146055314,30,0,33.80318747829148,0,285,Los Angeles,Fall
2024-09-17,1006,34.82767447347188,97,1,35.68754315922429,0,273,Los Angeles,Fall
2024-04-27,1006,33.39785492713813,56,0,33.85847985128639,0,142,Los Angeles,Spring
2024-01-15,1006,36.061149739845355,23,0,31.244754409782306,0,203,Los Angeles,Winter
2024-11-14,1006,33.35005248000173,61,0,30.199198271685496,0,272,Los Angeles,Fall
2024-07-24,1006,34.27793112673037,66,0,35.88329002895974,1,249,Chicago,Summer
2024-02-02,1006,32.616226433907485,93,0,33.40331389188254,1,113,Chicago,Winter
2024-05-29,1006,33.69570464908255,28,1,35.521329496867736,0,398,Chicago,Spring
2024-01-12,1006,35.858776666919205,22,0,35.98627917765282,1,224,Chicago,Winter
2024-06-28,1006,33.7371753426918,53,0,34.02303237958384,0,320,Chicago,Summer
2024-10-10,1006,35.476650812099464,24,0,30.21905085295409,0,348,Chicago,Fall
2024-08-23,1006,32.312852292380896,34,0,35.96489159681151,0,384,Chicago,Summer
2024-07-30,1006,35.897804000085586,75,0,31.576525804912556,0,413,Chicago,Summer
2024-07-14,1006,32.87386565031613,89,0,31.918628798081954,0,184,Chicago,Summer
2024-04-21,1006,32.82209811922107,45,0,33.08388959677363,1,452,Chicago,Spring
2024-12-09,1006,32.292329428660544,42,1,32.285833645166704,0,490,Houston,Winter
2024-12-05,1006,32.64510122617849,49,1,34.954034524299985,1,411,Houston,Winter
2024-01-19,1006,36.17661962096447,61,0,37.105126591542025,1,246,Houston,Winter
2024-02-09,1006,33.24188312457055,84,0,29.503204401707393,0,425,Houston,Winter
2024-10-29,1006,35.19852007003015,98,0,34.289883125850025,1,309,Houston,Fall
2024-06-13,1006,34.92504659626299,81,0,38.70868903063767,0,153,Houston,Summer
2024-12-10,1006,32.94915046937614,99,0,32.15545656173257,0,364,Houston,Winter
2024-01-06,1006,35.310995963467185,41,0,37.41718318381138,0,162,Houston,Winter
2024-02-26,1006,35.455393141764795,29,0,31.155544698537728,0,238,Houston,Winter
2024-03-13,1006,33.98184238232186,16,0,35.140728554485975,0,64,Houston,Spring
2024-02-08,1006,34.745438623940345,77,0,34.80867363333372,0,124,Phoenix,Winter
2024-09-28,1006,34.56053945440679,68,0,38.01774722946526,0,495,Phoenix,Fall
2024-07-23,1006,33.908313902861735,54,0,36.94372564393202,0,377,Phoenix,Summer
2024-03-29,1006,34.43942938973319,71,0,33.52775765326013,0,293,Phoenix,Spring
2024-03-29,1006,33.77052622455517,42,1,37.57827823917671,0,244,Phoenix,Spring
2024-03-12,1006,33.514005106927435,45,0,34.80146560910918,0,144,Phoenix,Spring
2024-11-10,1006,33.64535092295169,83,0,32.44801584231274,1,387,Phoenix,Fall
2024-11-28,1006,35.501919125825616,74,0,38.78644540159347,0,440,Phoenix,Fall
2024-08-03,1006,35.09637196451903,38,0,34.86743492110775,1,213,Phoenix,Summer
2024-10-06,1006,33.109804141398364,16,0,38.0688769128209,0,54,Phoenix,Fall
2024-03-28,1007,41.98695180275289,33,0,42.62357401696249,0,495,New York,Spring
2024-12-11,1007,42.23842379361898,44,0,38.198482750752774,0,189,New York,Winter
2024-12-07,1007,39.7952060325839,56,0,45.77770964477103,0,498,New York,Winter
2024-06-26,1007,40.5425864393472,20,1,41.77362547022843,0,239,New York,Summer
2024-10-10,1007,41.60790131706264,99,0,41.93843533854128,0,220,New York,Fall
2024-06-03,1007,40.37308616415138,39,0,42.67045738141816,0,340,New York,Summer
2024-10-10,1007,39.42992859225121,69,0,38.85121509550671,0,287,New York,Fall
2024-06-14,1007,40.12907300522394,48,1,36.734403349904774,0,254,New York,Summer
2024-05-22,1007,43.247369956035485,23,1,44.70092613971736,0,335,New York,Spring
2024-10-05,1007,42.300388090119924,96,0,38.74517304796063,1,160,New York,Fall
2024-07-28,1007,43.017826584161355,55,1,44.1476331899484,1,430,Los Angeles,Summer
2024-08-30,1007,42.52671435369906,37,0,45.60675377638262,0,280,Los Angeles,Summer
2024-03-17,1007,42.173632967769166,14,1,43.14329502626466,1,394,Los Angeles,Spring
2024-12-04,1007,40.220557147287366,11,0,43.26760196459372,1,185,Los Angeles,Winter
2024-07-31,1007,42.15843342544728,49,0,39.37288847706478,0,318,Los Angeles,Summer
2024-02-04,1007,43.09090046401953,65,0,43.384434983920684,1,398,Los Angeles,Winter
2024-05-31,1007,41.94921628580676,19,0,42.64690251338844,0,233,Los Angeles,Spring
2024-08-20,1007,40.694375230536224,43,1,46.114928726165374,1,496,Los Angeles,Summer
2024-08-20,1007,43.08721939132953,58,0,42.352215282391086,1,230,Los Angeles,Summer
2024-02-24,1007,39.79708884965729,54,0,45.23735522215047,0,227,Los Angeles,Winter
2024-11-13,1007,40.8483427729419,25,0,37.01162026462406,0,465,Chicago,Fall
2024-08-03,1007,40.85901093722517,28,0,37.70651112515388,0,137,Chicago,Summer
2024-09-11,1007,41.34706964478802,83,0,45.48150665395673,0,420,Chicago,Fall
